symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
encounter:order/quest/encounter50	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter51	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter52	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter53	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter54	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter55	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter56	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter57	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter58	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter59	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter6	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter60	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter61	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter62	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter63	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter64	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter65	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter66	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter67	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter68	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter69	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter7	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter70	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter71	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter72	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter73	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter74	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter75	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter76	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter77	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter78	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter79	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter8	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter80	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter81	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter82	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter83	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter84a	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter84b	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter85	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter86	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter87	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter88	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter89	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter90	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter91a	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter91b	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter92	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter93	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter94	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter97	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter98	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/encounter99	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:order/quest/guenver	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:orgtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:sampexit	encounter	yes	yes	yes	identical	identical	identical	-
encounter:sampkrk	encounter	yes	yes	yes	identical	identical	identical	-
encounter:sample	encounter	yes	yes	yes	identical	token-level	token-level	-
encounter:shipwreck	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:spiderweb	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:tutorialmult	encounter	yes	yes	yes	identical	identical	identical	-
encounter:wagtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:water/gen_grendel	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/genwater	encounter	yes	yes	yes	identical	identical	identical	-
encounter:water/shipwreck	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/spiderweb	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wacave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wadung	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wagtem	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wamina	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/waminc	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/waming	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wamult	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/wastat	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:water/watermult	encounter	yes	yes	yes	identical	token-level	token-level	name,unknown_name
encounter:water/watowe	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:wilderness_land	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:wilderness_sea	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:witchtowr	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
faction:AIR	faction	yes	yes	yes	identical	identical	identical	-
faction:CHAOS	faction	yes	yes	yes	identical	identical	identical	-
faction:DEATH	faction	yes	yes	yes	identical	identical	identical	-
faction:EARTH	faction	yes	yes	yes	identical	identical	identical	-
faction:FIRE	faction	yes	yes	yes	identical	identical	identical	-
faction:LIFE	faction	yes	yes	yes	identical	identical	identical	-
faction:ORDER	faction	yes	yes	yes	identical	identical	identical	-
faction:WATER	faction	yes	yes	yes	identical	identical	identical	-
spell:aftershock	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:air_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:air_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:air_seer	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:air_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:alchemy	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:animate_dead	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:anything	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:areastun	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:asphyxiate	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:backdraf	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:backdraft	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:balki	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:balkoths_word	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:balleech	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:berserk	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:blades	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:blades_of_fury	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bleeding	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bless	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cure_amount,duration,invoke_effects,mana,permanent_modifications,pre_mods,research_cost,spellcondition?,temp_var0,temp_var1,temp_var2,temporary_modifications,tip_buffer,viability
spell:blessed_armor	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:blessing	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:blind_rage	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,dummy,duration,invoke_effects,maintenance,pre_mods,research_cost,spellcondition?,temporary_modifications,tip_buffer,viability
spell:blindness	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:blink	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,maintenance,mana,permanent_modifications,recover_ticks,research_cost,temporary_modifications,tip_buffer
spell:blizzard	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:blood_lust	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:body_and_spirit	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_air2	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_fury	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_order	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bolt_water	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:bureaucracy	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:burning_skin	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:burnskin	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:cauterize	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:chain_lightning	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:change_of_fate	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:chaos_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:chaos_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:chaos_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:clay	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:clay_armor	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:cleansewounds	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:cloud_of_steam	spell	yes	yes	yes	identical	token-level	token-level	dummy,duration,invoke_effects,maintenance,mana,modifier_aura,name,permanent_modifications,research_cost,spellcondition?,target_aura,temporary_modifications,tip_buffer
spell:cloud_of_war	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:cloudwar	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:commune_with_nature	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:cone_of_cold	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:conecold	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:confusion	spell	yes	yes	yes	identical	token-level	token-level	duration,level,maintenance,mana,permanent_modifications,post_mods,research_cost,spellcondition?,temporary_modifications,tip_buffer,viability
spell:cracked_armor	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:crash	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:createplain	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:createriver	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:createrocks	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:cripple	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:crusade	spell	yes	yes	yes	identical	token-level	token-level	duration,invoke_effects,level,maintenance,mana,research_cost,temp_var0,temporary_modifications,tip_buffer,viability
spell:cure_wounds	spell	yes	yes	yes	identical	token-level	token-level	can_accumulate?,cure_amount,dummy,duration,invoke_effects,maintenance,modifier_aura,permanent_modifications,repeat_count,repeat_modifications,repeat_time,research_cost,spellcondition?,target_radius,temporary_modifications,tip_buffer,viability
spell:curse	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:dark_shadow	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:dcave	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:death_detect	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:death_dispell	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:death_telart	spell	yes	yes	no	identical	only-in-left	only-in-left	-
spell:death_touch	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:decay	spell	yes	yes	yes	identical	token-level	token-level	duration,image,invoke_effects,maintenance,repeat_count,repeat_modifications,repeat_time,research_cost,spell_damage,spellcondition?,target_radius,temporary_modifications,tip_buffer,viability
spell:decoy	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:deep_wounds	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:destruction	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_air	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_cave	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_chaos	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_death	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_earth	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_fire	spell	no	no	yes	identical	only-in-right	only-in-right	-
spell:detect_life	spell	no	no	yes	identical	only-in-right	only-in-right	-
